original_code	code	name	island_code	region_area_id	town	original_name
TM164807124	TM144807101	Muskiz			m_48_071_5	Bizkaia - Muskiz - Muskiz
TM164808327	TM144808301	Ortuella			m_48_083_4	Bizkaia - Ortuella - Ortuella
TM164807835	TM144807801	Portugalete			m_48_078_9	Bizkaia - Portugalete - Portugalete
TM164808230	TM144808201	Santurtzi			m_48_082_8	Bizkaia - Santurtzi - Santurtzi
TM164808431	TM144808401	Sestao			m_48_084_9	Bizkaia - Sestao - Sestao
TM164808532	TM144808501	Sopela			m_48_085_2	Bizkaia - Sopelana - Sopela
TM164808937	TM144808901	Urduliz			m_48_089_0	Bizkaia - Urduliz - Urduliz
TM164808036	TM144808001	Trapagaran			m_48_080_6	Bizkaia - Valle de Trápaga-Trapagaran - Trapagaran
TM164890501	TM144890501	Zamudio			m_48_905_0	Bizkaia - Zamudio - Zamudio
TC070901833	TC060900001	Círculo Podemos Aranda de Duero y Comarca		6		Burgos - Aranda de Duero - Círculo Podemos Aranda de Duero y Comarca
TM070905612	TM060905601	Círculo Podemos Miranda Briviesca			m_09_056_2	Burgos - Briviesca - Círculo Podemos Miranda Briviesca
TM070905924	TM060905901	Círculo Podemos Burgos			m_09_059_7	Burgos - Burgos - Círculo Podemos Burgos
TM070920907	TM060920901	Círculo Podemos Medina de Pomar			m_09_209_6	Burgos - Medina de Pomar - Círculo Podemos Medina de Pomar
TM070921901	TM060921901	Círculo Podemos Miranda de Ebro			m_09_219_4	Burgos - Miranda de Ebro - Círculo Podemos Miranda de Ebro
TM070941029	TM060941001	Círculo Podemos Valle de Mena			m_09_410_8	Burgos - Valle de Mena - Círculo Podemos Valle de Mena
TM111003501	TM091003501	Podemos Cabezuela			m_10_035_8	Cáceres - Cabezuela del Valle - Podemos Cabezuela
TM101003701	TM091003701	Podemos Cáceres			m_10_037_7	Cáceres - Cáceres - Podemos Cáceres
TC101018001	TC091000005	Podemos Campo Arañuelo		16		Cáceres - Campo Arañuelo - Podemos Campo Arañuelo
TM101004501	TM091004501	Podemos Cañaveral			m_10_045_6	Cáceres - Cañaveral - Podemos Cañaveral
TM101005501	TM091005501	Podemos Casas del Monte			m_10_055_3	Cáceres - Casas del Monte - Podemos Casas del Monte
TM101006701	TM091006701	Podemos Coria			m_10_067_0	Cáceres - Coria - Podemos Coria
TM111010501	TM091010501	Podemos Jarandilla			m_10_105_3	Cáceres - Jarandilla de la Vera - Podemos Jarandilla
TC101010501	TC091000004	Comarcal de la Vera		33		Cáceres - La Vera - Comarcal de la Vera
TC101002901	TC091000001	Villuercas-Ibores-Jara		35		Cáceres - Las Villuercas - Villuercas-Ibores-Jara
TC101019501	TC091000006	Trujillo y Pueblos		39		Cáceres - Miajadas-Trujillo - Trujillo y Pueblos
TM111012701	TM091012701	Podemos Montehermoso			m_10_127_8	Cáceres - Montehermoso - Podemos Montehermoso
TM101013101	TM091013101	Podemos Navalmoral de la Mata			m_10_131_8	Cáceres - Navalmoral de la Mata - Podemos Navalmoral de la Mata
TM111014201	TM091014201	Podemos Perales del Puerto			m_10_142_1	Cáceres - Perales del Puerto - Podemos Perales del Puerto
TM101014701	TM091014701	Podemos Piornal			m_10_147_4	Cáceres - Piornal - Podemos Piornal
TM101014801	TM091014801	Plasencia			m_10_148_0	Cáceres - Plasencia - Plasencia
TM111017501	TM091017501	Podemos Serradilla			m_10_175_8	Cáceres - Serradilla - Podemos Serradilla
TC101009601	TC091000003	Comarcal Valle del Ambroz		52		Cáceres - Valle del Ambroz - Comarcal Valle del Ambroz
TC101003501	TC091000002	Podemos Valle del Jerte		53		Cáceres - Valle del Jerte - Podemos Valle del Jerte
TM111021201	TM091021201	Podemos Villanueva de la Vera			m_10_212_6	Cáceres - Villanueva de la Vera - Podemos Villanueva de la Vera
TM011100401	TM011100401	Círculo de Algeciras			m_11_004_8	Cádiz - Algeciras - Círculo de Algeciras
TM011100601	TM011100601	Círculo de Arcos de la Frontera			m_11_006_4	Cádiz - Arcos de la Frontera - Círculo de Arcos de la Frontera
TC011100601	TC011100601	Podemos Sierra de Cádiz			m_11_006_4	Cádiz - Arcos de la Frontera - Podemos Sierra de Cádiz
TM011100802	TM011100801	Círculo Los Barrios			m_11_008_6	Cádiz - Barrios, Los - Círculo Los Barrios
TM011101201	TM011101201	Círculo de Cádiz			m_11_012_5	Cádiz - Cádiz - Círculo de Cádiz
TM011101501	TM011101501	Círculo de Chiclana de la Frontera			m_11_015_9	Cádiz - Chiclana de la Frontera - Círculo de Chiclana de la Frontera
TM011101401	TM011101401	Círculo de Conil de la Frontera			m_11_014_6	Cádiz - Conil de la Frontera - Círculo de Conil de la Frontera
TC011101101	TC011100001	Círculo Sierra de Cádiz		22		Cádiz - El Bosque - Círculo Sierra de Cádiz
TM011101701	TM011101701	Círculo de Espera			m_11_017_8	Cádiz - Espera - Círculo de Espera
TC011100401	TC011100001	Círculo Comarcal Campo de Gibraltar		24		Cádiz - Gibraltar - Círculo Comarcal Campo de Gibraltar
TM011102002	TM011102001	Círculo de Jerez			m_11_020_1	Cádiz - Jerez de la Frontera - Círculo de Jerez
TM011102101	TM011102101	Círculo de Jimena			m_11_021_8	Cádiz - Jimena de la Frontera - Círculo de Jimena
TC011102301	TC011100002	Círculo Comarcal Podemos  la Janda		30		Cádiz - La Janda - Círculo Comarcal Podemos  la Janda
TM011102201	TM011102201	Círculo La Línea de la Concepción			m_11_022_3	Cádiz - Línea de la Concepción, La - Círculo La Línea de la Concepción
TM011102401	TM011102401	Círculo Podemos Olvera			m_11_024_4	Cádiz - Olvera - Círculo Podemos Olvera
TM11102601	TM011102601	Podemos Prado del Rey			m_11_026_0	Cádiz - Prado del Rey - Podemos Prado del Rey
TM011100001	TM011102701	Círculo de El Puerto de Santa María			m_11_027_6	Cádiz - Puerto de Santa María, El - Círculo de El Puerto de Santa María
TM011102801	TM011102801	Círculo de Puerto Real			m_11_028_2	Cádiz - Puerto Real - Círculo de Puerto Real
TM011103001	TM011103001	Círculo de Rota			m_11_030_9	Cádiz - Rota - Círculo de Rota
TM011103101	TM011103101	Círculo de San Fernando			m_11_031_6	Cádiz - San Fernando - Círculo de San Fernando
TM011103301	TM011103301	Círculo de San Roque			m_11_033_7	Cádiz - San Roque - Círculo de San Roque
TM011103202	TM011103201	Círculo de Sanlúcar de Barrameda			m_11_032_1	Cádiz - Sanlúcar de Barrameda - Círculo de Sanlúcar de Barrameda
TM011103501	TM011103501	Círculo de Tarifa			m_11_035_5	Cádiz - Tarifa - Círculo de Tarifa
TM011103701	TM011103701	Círculo de Trebujena			m_11_037_4	Cádiz - Trebujena - Círculo de Trebujena
TM011103901	TM011103901	Podemos Vejer			m_11_039_3	Cádiz - Vejer de la Frontera - Podemos Vejer
TM063900814	TM043900801	Círculo Podemos Astillero			m_39_008_9	Cantabria - Astillero, El - Círculo Podemos Astillero
TC063908701	TC043900001	Círculo Podemos Cantabria Occidental		13		Cantabria - Besaya, Costa Occidental, Saja-Nansa, Liébana, Campoo-Los Valles - Círculo Podemos Cantabria Occidental
TM063901615	TM043901601	Círculo Podemos Camargo			m_39_016_5	Cantabria - Camargo - Círculo Podemos Camargo
TM063902008	TM043902001	Círculo Podemos Castro-Urdiales			m_39_020_4	Cantabria - Castro-Urdiales - Círculo Podemos Castro-Urdiales
TM063902503	TM043902501	Círculo Podemos Valle de Buelna			m_39_025_0	Cantabria - Corrales de Buelna, Los - Círculo Podemos Valle de Buelna
TM063904211	TC043902801	Circulo Podemos Medio Cudeyo-Entrambasaguas			m_39_028_5	Cantabria - Entrambasaguas - Circulo Podemos Medio Cudeyo-Entrambasaguas
TM063903505	TM043903501	Círculo Podemos Laredo			m_39_035_8	Cantabria - Laredo - Círculo Podemos Laredo
TM063905210	TM043905201	Círculo Podemos Piélagos			m_39_052_9	Cantabria - Piélagos - Círculo Podemos Piélagos
TM063906004	TM043906001	Círculo Podemos Reocín			m_39_060_5	Cantabria - Reocín - Círculo Podemos Reocín
TM063906813	TM043906801	Círculo Podemos Ruiloba			m_39_068_6	Cantabria - Ruiloba - Círculo Podemos Ruiloba
TM063907301	TM043907301	Círculo Podemos Bezana			m_39_073_1	Cantabria - Santa Cruz de Bezana - Círculo Podemos Bezana
TM063907412	TM043907401	Círculo Podemos Santa María de Cayón			m_39_074_6	Cantabria - Santa María de Cayón - Círculo Podemos Santa María de Cayón
TM063907507	TM043907501	Círculo Podemos Santander			m_39_075_9	Cantabria - Santander - Círculo Podemos Santander
TM063907902	TM043907901	Círculo Podemos Santoña			m_39_079_7	Cantabria - Santoña - Círculo Podemos Santoña
TM063908706	TM043908701	Círculo Podemos Torrelavega			m_39_087_6	Cantabria - Torrelavega - Círculo Podemos Torrelavega
TM1012005	TM081200501	Podem L'Alcora			m_12_005_6	Castellón - Alcora, L' - Podem L'Alcora
TM1012027	TM081202701	Círculo Podemos Benicarló			m_12_027_1	Castellón - Benicarló - Círculo Podemos Benicarló
TM1012021	TM081202101	podemos Betxi			m_12_021_3	Castellón - Betxí - podemos Betxi
TM1012032	TM081203201	Podemos Borriana			m_12_032_6	Castellón - Borriana/Burriana - Podemos Borriana
TM1012040	TM081204001	Podemos Castellón			m_12_040_2	Castellon - Castellón de la Plana/Castelló de la Plana - Podemos Castellón
TM1012043	TM081204301	Círculo Podemos Caudiel			m_12_043_0	Castellón - Caudiel - Círculo Podemos Caudiel
TM1012077	TM081207701	Podem Moncofa			m_12_077_0	Castellón - Moncofa - Podem Moncofa
TM1012082	TM081208201	Círculo Podemos Nules			m_12_082_5	Castellón - Nules - Círculo Podemos Nules
TM1012084	TM081208401	Podemos Onda			m_12_084_6	Castellón - Onda - Podemos Onda
TM1012126	TM081212601	Círculo Podemos La Vall d'Uixó			m_12_126_4	Castellón - Vall d'Uixó, La - Círculo Podemos La Vall d'Uixó
TM1012135	TM081213501	Podem Vilareal			m_12_135_9	Castellón - Vila-Real - Podem Vilareal
TM1012136	TM081213601	Círculo Podem La Vilavella			m_12_136_2	Castellón - Vilavella, La - Círculo Podem La Vilavella
TM1012138	TM081213801	Podemos Vinarós			m_12_138_4	Castellón - Vinaròs - Podemos Vinarós
TM185100100	TM185100101	Círculo Podemos Ceuta			m_51_001_3	Ceuta - Ceuta - Círculo Podemos Ceuta
TM081300500	TM051300501	Círculo Podemos Alcázar de San Juan			m_13_005_2	Ciudad Real - Alcázar de San Juan - Círculo Podemos Alcázar de San Juan
TM081301300	TM051301301	Círculo Podemos Almagro			m_13_013_2	Ciudad Real - Almagro - Círculo Podemos Almagro
TM081302700	TM051302701	Círculo Calzada de Calatrava			m_13_027_7	Ciudad Real - Calzada de Calatrava - Círculo Calzada de Calatrava
TM081303400	TM051303401	Círculo Podemos Ciudad Real			m_13_034_3	Ciudad Real - Ciudad Real - Círculo Podemos Ciudad Real
TM081303900	TM051303901	Círculo Podemos Daimiel			m_13_039_4	Ciudad Real - Daimiel - Círculo Podemos Daimiel
TM081305200	TM051305201	Círculo Podemos Malagón			m_13_052_7	Ciudad Real - Malagón - Círculo Podemos Malagón
TM081305300	TM051305301	Círculo Podemos Manzanares			m_13_053_3	Ciudad Real - Manzanares - Círculo Podemos Manzanares
TM081305801	TM051305801	Círculo Podemos Moral de Calatrava			m_13_058_6	Ciudad Real - Moral de Calatrava - Círculo Podemos Moral de Calatrava
TM081306300	TM051306301	Círculo Podemos Piedrabuena			m_13_063_1	Ciudad Real - Piedrabuena - Círculo Podemos Piedrabuena
TM081307100	TM051307101	Círculo Podemos Puertollano			m_13_071_8	Ciudad Real - Puertollano - Círculo Podemos Puertollano
TM081307800	TM051307801	Círculo Podemos Socuéllamos			m_13_078_2	Ciudad Real - Socuéllamos - Círculo Podemos Socuéllamos
TM081308200	TM051308201	Círculo Podemos Tomelloso			m_13_082_1	Ciudad Real - Tomelloso - Círculo Podemos Tomelloso
TM081308700	TM051308701	Círculo Podemos Valdepeñas			m_13_087_4	Ciudad Real - Valdepeñas - Círculo Podemos Valdepeñas
TM011400501	TM011400501	Almodóvar del Río			m_14_005_7	Córdoba - Almodóvar del Río - Almodóvar del Río
TM011401701	TM011401701	La Carlota			m_14_017_4	Córdoba - Carlota, La - La Carlota
TM011401901	TM011401901	Castro del Río			m_14_019_3	Córdoba - Castro del Río - Castro del Río
TB011402101	TB011402101	Córdoba Centro			m_14_021_4	Córdoba - Córdoba - Córdoba Centro
TB011402104	TB011402104	Este			m_14_021_4	Córdoba - Córdoba - Este
TM011402101	TM011402101	Norte			m_14_021_4	Córdoba - Córdoba - Norte
TB011402103	TB011402103	Poniente			m_14_021_4	Córdoba - Córdoba - Poniente
TB011402102	TB011402102	Santa Cruz			m_14_021_4	Córdoba - Córdoba - Santa Cruz
TM011402102	TM011402102	Sur			m_14_021_4	Córdoba - Córdoba - Sur
TM011402501	TM011402501	Espejo			m_14_025_3	Córdoba - Espejo - Espejo
TM011402701	TM011402701	Fernán Núñez			m_14_027_2	Córdoba - Fernán-Núñez - Fernán Núñez
TM011403001	TM011403001	Fuente Palmera			m_14_030_5	Córdoba - Fuente Palmera - Fuente Palmera
TM011403801	TM011403801	Lucena			m_14_038_6	Córdoba - Lucena - Lucena
TM011404201	TM011404201	Montilla			m_14_042_5	Córdoba - Montilla - Montilla
TM011404901	TM011404901	Palma del Río			m_14_049_7	Córdoba - Palma del Río - Palma del Río
TM011405501	TM011405501	Priego de Córdoba			m_14_055_6	Córdoba - Priego de Córdoba - Priego de Córdoba
TM011405601	TM011405601	Puente Genil			m_14_056_9	Córdoba - Puente Genil - Puente Genil
TM011405801	TM011405801	Rute			m_14_058_1	Córdoba - Rute - Rute
TM011407301	TM013307301	Villaviciosa			m_14_073_4	Córdoba - Villaviciosa de Córdoba - Villaviciosa
TM081606600	TM051606601	Círculo Podemos Casasimarro			m_16_066_3	Cuenca - Casasimarro - Círculo Podemos Casasimarro
TM081607800	TM051607801	Círculo Podemos Cuenca			m_16_078_3	Cuenca - Cuenca - Círculo Podemos Cuenca
TM081613300	TM051613301	Círculo Podemos Mota del Cuervo			m_16_133_8	Cuenca - Mota del Cuervo - Círculo Podemos Mota del Cuervo
TM162000907	TM142000901	Andoáin			m_20_009_0	Gipuzkoa - Andoain - Andoáin
TM162005502	TM142005501	Arrasate			m_20_055_1	Gipuzkoa - Arrasate/Mondragón - Arrasate
TM162007411	TM142007401	Bergara			m_20_074_4	Gipuzkoa - Bergara - Bergara
TM162006912	TM142006901	Donostia			m_20_069_7	Gipuzkoa - Donostia/San Sebastián - Donostia
TM162003014	TM142003001	Eibar			m_20_030_0	Gipuzkoa - Eibar - Eibar
TM162003215	TM142003201	Elgoibar			m_20_032_2	Gipuzkoa - Elgoibar - Elgoibar
TM162006729	TM142006701	Rentería			m_20_067_8	Gipuzkoa - Errenteria - Rentería
TM162004003	TM142004001	Hernani			m_20_040_8	Gipuzkoa - Hernani - Hernani
TM162004519	TM142004501	Irún			m_20_045_4	Gipuzkoa - Irun - Irún
TM162090220	TM142090201	Lasarte-Oria			m_20_902_9	Gipuzkoa - Lasarte-Oria - Lasarte-Oria
TM162007601	TM142007601	Ordizia			m_20_076_0	Gipuzkoa - Ordizia - Ordizia
TM162006428	TM142006401	Pasaia			m_20_064_6	Gipuzkoa - Pasaia - Pasaia
TM162007138	TM142007101	Tolosa			m_20_071_8	Gipuzkoa - Tolosa - Tolosa
TM162007501	TM142007501	Villabona			m_20_075_7	Gipuzkoa - Villabona - Villabona
TM162007933	TM142007901	Zarautz			m_20_079_5	Gipuzkoa - Zarautz - Zarautz
TC091706601	TC071700001	Cercle Podem Alt Empordà		2		Girona - Alt Empordà - Cercle Podem Alt Empordà
TM091702200	TM071702201	Cercle Podem La Bisbal d'Empordà			m_17_022_1	Girona - Bisbal d'Empordà, La - Cercle Podem La Bisbal d'Empordà
TM091702390	TM071702301	Cercle Podem Blanes			m_17_023_7	Girona - Blanes - Cercle Podem Blanes
TM091706689	TM071706601	Cercle Podem Figueres			m_17_066_9	Girona - Figueres - Cercle Podem Figueres
TM091707938	TM071707901	Cercle Podem Girona			m_17_079_2	Girona - Girona - Cercle Podem Girona
TM091709539	TM071709501	Cercle Podem Lloret de Mar			m_17_095_0	Girona - Lloret de Mar - Cercle Podem Lloret de Mar
TM091714698	TM071714601	Cercle Podem Riells i Viabrea			m_17_146_3	Girona - Riells i Viabrea - Cercle Podem Riells i Viabrea
TM0917152106	TM071715201	Cercle Podem Roses			m_17_152_3	Girona - Roses - Cercle Podem Roses
TM091719340	TM071719301	Cercle Podem Sils			m_17_193_1	Girona - Sils - Cercle Podem Sils
TM011800301	TM011800301	Círculo Albolote			m_18_003_7	Granada - Albolote - Círculo Albolote
TM011801101	TM011801101	Podemos Alfacar			m_18_011_4	Granada - Alfacar - Podemos Alfacar
TM011802101	TM011802101	Podemos Armilla			m_18_021_2	Granada - Armilla - Podemos Armilla
TM011802201	TM011802201	Podemos Atarfe			m_18_022_7	Granada - Atarfe - Podemos Atarfe
TM011803601	TM011803601	Círculo de Cájar			m_18_036_2	Granada - Cájar - Círculo de Cájar
TM011804701	TM011804701	Podemos Cenes de la Vega			m_18_047_6	Granada - Cenes de la Vega - Podemos Cenes de la Vega
TM011805901	TM011805901	Círculo de Chauchina			m_18_059_2	Granada - Chauchina - Círculo de Chauchina
TM011806201	TM011806201	Churriana de la Vega			m_18_062_8	Granada - Churriana de la Vega - Churriana de la Vega
TM011804801	TM011804801	Podemos Cijuela			m_18_048_2	Granada - Cijuela - Podemos Cijuela
TM011805001	TM011805001	Círculo Cogollos Vega			m_18_050_8	Granada - Cogollos de la Vega - Círculo Cogollos Vega
TM011807901	TM011807901	Podemos Fuente Vaqueros			m_18_079_8	Granada - Fuente Vaqueros - Podemos Fuente Vaqueros
TM011890501	TM011890501	Podemos Las Gabias			m_18_905_6	Granada - Gabias, Las - Podemos Las Gabias
TM011808401	TM011808401	Podemos Gójar			m_18_084_5	Granada - Gójar - Podemos Gójar
TB011808701	TB011808701	Círculo Granada Norte			m_18_087_7	Granada - Granada - Círculo Granada Norte
TB011808704	TB011808704	Granada Centro Ronda			m_18_087_7	Granada - Granada - Granada Centro Ronda
TB011808705	TB011808705	Granada Realejo			m_18_087_7	Granada - Granada - Granada Realejo
TB011808703	TB011808703	Podemos Albayzín			m_18_087_7	Granada - Granada - Podemos Albayzín
TB011808702	TB011808702	Podemos Zaidín			m_18_087_7	Granada - Granada - Podemos Zaidín
TM011808901	TM011808901	Podemos Guadix			m_18_089_6	Granada - Guadix - Podemos Guadix
TM011809801	TM011809801	Podemos Huéscar			m_18_098_1	Granada - Huéscar - Podemos Huéscar
TM011810001	TM011810001	Círculo Podemos de Huétor Tájar			m_18_100_8	Granada - Huétor Tájar - Círculo Podemos de Huétor Tájar
TM011810101	TM011810101	Podemos Huétor Vega			m_18_101_5	Granada - Huétor Vega - Podemos Huétor Vega
TM011810501	TM011810501	Podemos Iznalloz			m_18_105_4	Granada - Iznalloz - Podemos Iznalloz
TM011812701	TM011812701	Podemos Maracena			m_18_127_9	Granada - Maracena - Podemos Maracena
TM011814001	TM011814001	Podemos Motril			m_18_140_0	Granada - Motril - Podemos Motril
TM011814401	TM011814401	Podemos Nívar			m_18_144_3	Granada - Nívar - Podemos Nívar
TM011814501	TM011814501	Círculo Ogíjares			m_18_145_6	Granada - Ogíjares - Círculo Ogíjares
TM011815001	TM011815001	Podemos Padul			m_18_150_7	Granada - Padul - Podemos Padul
TM011815301	TM011815301	Podemos Peligros			m_18_153_5	Granada - Peligros - Podemos Peligros
TM011816501	TM011816501	Podemos Pulianas			m_18_165_1	Granada - Pulianas - Podemos Pulianas
TM011817301	TM011817301	Salobreña			m_18_173_1	Granada - Salobreña - Salobreña
TM011817501	TM011817501	Podemos Santa Fe			m_18_175_9	Granada - Santa Fe - Podemos Santa Fe
TM011891101	TM011891101	Círculo Vegas del Genil			m_18_911_5	Granada - Vegas del Genil - Círculo Vegas del Genil
TM011814901	TM011814901	Podemos Otura			m_18_149_4	Granada - Villa de Otura - Podemos Otura
TM081902400	TM051902401	Círculo Podemos Alovera			m_19_024_1	Guadalajara - Alovera - Círculo Podemos Alovera
TM081904600	TM051904601	Círculo Podemos Azuqueca de Henares			m_19_046_3	Guadalajara - Azuqueca de Henares - Círculo Podemos Azuqueca de Henares
TM081905800	TM051905801	Círculo Podemos Cabanillas del Campo			m_19_058_2	Guadalajara - Cabanillas del Campo - Círculo Podemos Cabanillas del Campo
TM081913000	TM051913001	Círculo Podemos Guadalajara			m_19_130_5	Guadalajara - Guadalajara - Círculo Podemos Guadalajara
TM081916000	TM051916001	Círculo Podemos Loranca de Tajuña			m_19_160_8	Guadalajara - Loranca de Tajuña - Círculo Podemos Loranca de Tajuña
TC081919000	TC051900001	Círculo Podemos Comarca de Molina de Aragón		40		Guadalajara - Molina de Aragón - Círculo Podemos Comarca de Molina de Aragón
TM081922000	TM051922001	Círculo Podemos Pioz AB (Alcarria Baja)			m_19_220_6	Guadalajara - Pioz - Círculo Podemos Pioz AB (Alcarria Baja)
TM081929300	TM051929301	Círculo Podemos Uceda			m_19_293_9	Guadalajara - Uceda - Círculo Podemos Uceda
TM081932600	TM051932601	Círculo Podemos Valdeluz-Yebes			m_19_326_4	Guadalajara - Yebes - Círculo Podemos Valdeluz-Yebes
TM012100501	TM012100501	Almonte			m_21_005_9	Huelva - Almonte - Almonte
TM012100701	TM012100701	Aracena			m_21_007_8	Huelva - Aracena - Aracena
TM012101001	TM012101001	Ayamonte			m_21_010_1	Huelva - Ayamonte - Ayamonte
TM014101601	TM012101601	Bollullos de la Mitación			m_41_016_6	Huelva - Bollullos de la Mitación - Bollullos de la Mitación
TM012104101	TM012104101	Huelva			m_21_041_2	Huelva - Huelva - Huelva
TM012104201	TM012104201	Isla Cristina			m_21_042_7	Huelva - Isla Cristina - Isla Cristina
TM012106401	TM012106401	San Juan del Puerto			m_21_064_3	Huelva - San Juan del Puerto - San Juan del Puerto
TM012107201	TM012107201	Valverde del Camino			m_21_072_0	Huelva - Valverde del Camino - Valverde del Camino
TM012107801	TM012107801	Zalamea			m_21_078_9	Huelva - Zalamea la Real - Zalamea
TC022219901	TC022200005	Alto Gállego – Sabiñanigo		5		Huesca - Alto Gállego - Alto Gállego – Sabiñanigo
TC022211201	TC022200001	Bajo Cinca / Baix Cinca		8		Huesca - Bajo Cinca - Bajo Cinca / Baix Cinca
TM022204801	TM022204801	Barbastro			m_22_048_1	Huesca - Barbastro - Barbastro
TC022215801	TC022200004	Cinca Medio		17		Huesca - Cinca Medio - Cinca Medio
TM022211601	TM022211601	Grañén			m_22_116_4	Huesca - Grañén - Grañén
TM022212501	TM022212501	Huesca			m_22_125_9	Huesca - Huesca - Huesca
TC022213001	TC022200003	Jacetania		27		Huesca - Jacetania - Jacetania
TC022222501	TC022200006	La Litera – Binéfar		31		Huesca - La Litera - La Litera – Binéfar
TC022211701	TC022200002	Ribagorza		46		Huesca - Ribagorza - Ribagorza
TM022219901	TM022219901	Sabiñánigo			m_22_199_2	Huesca - Sabiñánigo - Sabiñánigo
TM022290101	TM022290101	Val d'Echo / Valle de Hecho			m_22_901_6	Huesca - Valle de Hecho - Val d'Echo / Valle de Hecho
TM040700301	TM160700301	Círculo Alcudia	i_73		m_07_003_3	Illes Balears - Alcúdia - Círculo Alcudia
TM040700801	TM160700801	Círculo Binissalem	i_73		m_07_008_6	Illes Balears - Binissalem - Círculo Binissalem
TM040701001	TM160701001	Círculo Bunyola	i_73		m_07_010_3	Illes Balears - Bunyola - Círculo Bunyola
TM040701101	TM160701101	Círculo Calvià	i_73		m_07_011_0	Illes Balears - Calvià - Círculo Calvià
TM040701501	TM160701501	Círculo Ciutadella	i_74		m_07_015_9	Illes Balears - Ciutadella de Menorca - Círculo Ciutadella
TM040702601	TM160702601	Circulo Vila Eivissa	i_72		m_07_026_0	Illes Balears - Eivissa - Circulo Vila Eivissa
TM040702901	TM160702901	Círculo Lloseta	i_73		m_07_029_5	Illes Balears - Lloseta - Círculo Lloseta
TM040703001	TM160703001	Círculo Llubí	i_73		m_07_030_9	Illes Balears - Llubí - Círculo Llubí
TM040703101	TM160703101	Círculo Llucmajor	i_73		m_07_031_6	Illes Balears - Llucmajor - Círculo Llucmajor
TM040703301	TM160703301	Círculo Manacor	i_73		m_07_033_7	Illes Balears - Manacor - Círculo Manacor
TM040703201	TM160703201	Círculo Maó	i_74		m_07_032_1	Illes Balears - Maó-Mahón - Círculo Maó
TM040703601	TM160703601	Círculo Marratxí	i_73		m_07_036_8	Illes Balears - Marratxí - Círculo Marratxí
TB040704004	TB160704004	Círculo Ponent	i_73		m_07_040_7	Illes Balears - Palma de Mallorca - Círculo Ponent
TB040704003	TB160704003	Palma Aragón	i_73		m_07_040_7	Illes Balears - Palma de Mallorca - Palma Aragón
TB040704001	TB160704001	Palma Arxiduc	i_73		m_07_040_7	Illes Balears - Palma de Mallorca - Palma Arxiduc
